Label,Vulnerability Name,Package Name,Package Version,Type,Publish Date
M,Directory Traversal,cc.blynk.server.api.core:http-core,"[,0.39.7)",Maven,"0,Oct,2018"
M,Access Restriction Bypass,alterphp/easyadmin-extension-bundle,"&gt;&#x3D;1.3.0, &lt;1.3.1,&gt;&#x3D;1.2.0, &lt;1.2.11",Composer,"0,Oct,2018"
C,XML External Entity (XXE) Injection,net.bull.javamelody:javamelody-core,"[1.48.0, 1.74.0)",Maven,"0,Oct,2018"
M,Authentication Bypass,passport-saml,&lt;1.0.0,npm,"0,Oct,2018"
H,Prototype Pollution,defaults-deep,*,npm,"2,Sep,2018"
C,SQL Injection,topthink/think,&lt;5.1.24,Composer,"2,Sep,2018"
H,Arbitrary Code Execution,moodle/moodle,"&lt;3.1.14,&gt;&#x3D;3.3.0, &lt;3.3.8,&gt;&#x3D;3.4.0, &lt;3.4.5,&gt;&#x3D;3.5.0, &lt;3.5.2",Composer,"2,Sep,2018"
M,Cross-site Scripting (XSS),moodle/moodle,"&lt;3.3.8,&gt;&#x3D;3.4.0, &lt;3.4.5,&gt;&#x3D;3.5.0, &lt;3.5.2",Composer,"2,Sep,2018"
H,Information Exposure,webpack-dev-server,&lt;3.1.11,npm,"2,Sep,2018"
L,Information Exposure,parcel-bundler,&lt;1.10.0,npm,"2,Sep,2018"
H,Information Exposure,org.webjars.npm:webpack-dev-server,"(,3.1.11)",Maven,"2,Sep,2018"
H,XML External Entity (XXE) Injection,org.apache.tika:tika-parsers,"[1.0,1.19)",Maven,"2,Sep,2018"
H,XML External Entity (XXE) Injection,org.apache.tika:tika-core,"[1.0,1.19)",Maven,"2,Sep,2018"
C,Authentication Bypass,smart_proxy_dynflow,"&gt;&#x3D;0.1.8, &lt;0.1.11,&gt;&#x3D;0.2.0, &lt;0.2.1",RubyGems,"2,Sep,2018"
H,SQL Injection,express-cart,&lt;1.1.8,npm,"2,Sep,2018"
H,Arbitrary File Write via Archive Extraction (Zip Slip),cn.hutool:hutool-core,"[,4.1.12)",Maven,"2,Sep,2018"
H,Denial of Service (DoS),microsoft.aspnetcore.all,"[2.1.0 ,2.1.4)",NuGet,"2,Sep,2018"
C,Arbitrary Code Injection,phpwhois/phpwhois,&lt;&#x3D;4.2.5,Composer,"2,Sep,2018"
H,Access Restriction Bypass,org.apache.karaf.webconsole:org.apache.karaf.webconsole.features,"[,3.0.9),[4.0.0,4.0.9),[4.1.0, 4.1.1)",Maven,"2,Sep,2018"
H,Arbitrary File Read,org.apache.karaf.shell:org.apache.karaf.shell.core,"[,4.2.0)",Maven,"2,Sep,2018"
M,Denial of Service (DoS),org.apache.tika:tika-parsers,"[1.2, 1.19)",Maven,"2,Sep,2018"
M,Arbitrary File Write via Archive Extraction (Zip Slip),org.apache.tika:tika-app,"[0.9,1.19)",Maven,"2,Sep,2018"
,,,,,
H,Cross-site Scripting (XSS),django-smart-lists,"[,1.0.26)",pip,"1,Apr,2020"
M,Information Exposure,silverstripe/userforms,"&lt;5.4.2,&gt;&#x3D;5.5.0, &lt;5.5.2",Composer,"1,Apr,2020"
M,Information Exposure,silverstripe/framework,"&lt;4.4.6,&gt;&#x3D;4.5.0, &lt;4.5.3",Composer,"1,Apr,2020"
M,Information Exposure,silverstripe/assets,"&gt;&#x3D;1.0.0, &lt;1.4.7,&gt;&#x3D;1.5.0, &lt;1.5.2",Composer,"1,Apr,2020"
H,Cross-site Request Forgery (CSRF),@fraction/oasis,&lt;2.15.0,npm,"1,Apr,2020"
H,Cross-site Scripting (XSS),wagtail,"[1.9.0, 2.7.2),[2.8.0, 2.8.1)",pip,"1,Apr,2020"
H,Improper Authentication,github.com/argoproj/argo-cd/util/cache,&lt;1.5.1,Go,"1,Apr,2020"
H,Use After Free,electron,"&gt;&#x3D;7.0.0 &lt;7.2.2,&gt;&#x3D;8.0.0 &lt;8.2.1",npm,"1,Apr,2020"
H,Use After Free,org.webjars.npm:electron,"[0,]",Maven,"1,Apr,2020"
H,Use After Free,electron,"&lt;6.1.10,&gt;&#x3D;7.0.0 &lt;7.2.2,&gt;&#x3D;8.0.0 &lt;8.2.1",npm,"1,Apr,2020"
H,Use After Free,org.webjars.npm:electron,"[0,]",Maven,"1,Apr,2020"
H,Use After Free,electron,"&lt;6.1.10,&gt;&#x3D;7.0.0 &lt;7.2.2,&gt;&#x3D;8.0.0 &lt;8.2.1",npm,"1,Apr,2020"
H,Use After Free,org.webjars.npm:electron,"[0,]",Maven,"1,Apr,2020"
M,Cross-site Scripting (XSS),jquery-rails,&lt;4.4.0,RubyGems,"1,Apr,2020"
M,Cross-site Scripting (XSS),sphinx,"[,3.0.4)",pip,"1,Apr,2020"
M,Cross-site Scripting (XSS),jquery,"[1.0.3 ,3.5.0)",NuGet,"1,Apr,2020"
M,Cross-site Scripting (XSS),jquery,&gt;&#x3D;1.5.1 &lt;3.5.0,npm,"1,Apr,2020"
M,Cross-site Scripting (XSS),org.webjars:jquery,"[1.0.3, 3.5.0)",Maven,"1,Apr,2020"
M,Cross-site Scripting (XSS),org.webjars.npm:jquery,"[1.0.3, 3.5.0)",Maven,"1,Apr,2020"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.jquery:jquery,"[0, 3.5.1)",Maven,"1,Apr,2020"
M,Cross-site Scripting (XSS),org.webjars.bower:jquery,"[1.0.3, 3.5.0)",Maven,"1,Apr,2020"
M,Cross-site Scripting (XSS),org.fujion.webjars:jquery,"[0,]",Maven,"1,Apr,2020"
H,Use After Free,electron,&gt;&#x3D;8.0.0 &lt;8.4.0,npm,"1,Apr,2020"
H,Use After Free,org.webjars.npm:electron,"[8.0.0,8.4.0)",Maven,"1,Apr,2020"
H,Use After Free,electron,"&gt;&#x3D;7.0.0 &lt;7.2.2,&gt;&#x3D;8.0.0 &lt;8.2.2,&gt;&#x3D;9.0.0-beta.1 &lt;9.0.0-beta.10",npm,"1,Apr,2020"
H,Use After Free,org.webjars.npm:electron,"[0,]",Maven,"1,Apr,2020"
H,Improper Access Control,electron,"&lt;6.1.10,&gt;&#x3D;7.0.0 &lt;7.2.2,&gt;&#x3D;8.0.0 &lt;8.2.1",npm,"1,Apr,2020"
H,Use After Free,electron,"&gt;&#x3D;8.0.0 &lt;8.2.1,&lt;7.2.2",npm,"1,Apr,2020"
H,Improper Access Control,org.webjars.npm:electron,"[0,]",Maven,"1,Apr,2020"
H,Use After Free,org.webjars.npm:electron,"[0,]",Maven,"1,Apr,2020"
,,,,,
M,Improper Input Validation,github.com/hashicorp/vault-plugin-secrets-gcp/plugin,&lt;0.6.2,Go,"2,May,2020"
M,Cryptographic Weakness,org.springframework.security:spring-security-crypto,"[5.3.0.RELEASE, 5.3.2.RELEASE),[5.2.0.RELEASE, 5.2.4.RELEASE),[5.1.0.RELEASE, 5.1.10.RELEASE),[5.0.0.RELEASE, 5.0.16.RELEASE),[4.2.0.RELEASE, 4.2.16.RELEASE)",Maven,"2,May,2020"
M,Cryptographic Weakness,org.springframework.security:spring-security-core,"[5.3.0.RELEASE, 5.3.2.RELEASE),[5.2.0.RELEASE, 5.2.4.RELEASE),[5.1.0.RELEASE, 5.1.10.RELEASE),[5.0.0.RELEASE, 5.0.16.RELEASE),[4.2.0.RELEASE, 4.2.16.RELEASE)",Maven,"2,May,2020"
M,Signature Validation Bypass,electron-updater,&lt;4.3.1,npm,"2,May,2020"
H,Cross-site Scripting (XSS),markdown-to-jsx,&lt;6.11.4,npm,"2,May,2020"
H,Cross-site Scripting (XSS),org.webjars.npm:markdown-to-jsx,"[0,]",Maven,"2,May,2020"
L,Insecure Configuration,vega-embed,&lt;6.7.0,npm,"2,May,2020"
L,Insecure Configuration,org.webjars.npm:vega-embed,"[0,]",Maven,"2,May,2020"
L,Insecure Configuration,org.webjars.bower:vega-embed,"[0,]",Maven,"2,May,2020"
H,Privilege Escalation,github.com/kata-containers/runtime/virtcontainers,&lt;1.11.0,Go,"2,May,2020"
H,Cross-site Scripting (XSS),dolibarr/dolibarr,&gt;&#x3D;0.0.0,Composer,"2,May,2020"
H,Arbitrary File Upload,dolibarr/dolibarr,&gt;&#x3D;0.0.0,Composer,"2,May,2020"
H,Denial of Service (DoS),github.com/go-gitea/gitea,&lt;1.12.0-rc1,Go,"2,May,2020"
H,Denial of Service (DoS),code.gitea.io/gitea,&lt;1.12.0-rc1,Go,"2,May,2020"
H,Arbitrary Command Execution,centreon/centreon,&lt;19.4.15,Composer,"2,May,2020"
C,Arbitrary File Upload,microweber/microweber,&lt;1.2.3,Composer,"2,May,2020"
H,HTTP Request Smuggling,meinheld,"[,1.0.2)",pip,"2,May,2020"
M,CRLF Injection,httplib2,"[,0.18.0)",pip,"2,May,2020"
H,Use After Free,electron,&lt;8.3.1,npm,"2,May,2020"
H,Type Confusion,electron,&lt;7.3.1,npm,"2,May,2020"
H,Type Confusion,org.webjars.npm:electron,"[,7.3.1)",Maven,"2,May,2020"
H,Use After Free,org.webjars.npm:electron,"[,8.3.1)",Maven,"2,May,2020"
H,Man-in-the-Middle (MitM),em-imap,&gt;&#x3D;0.0.0,RubyGems,"2,May,2020"
H,Remote Code Execution (RCE),org.apache.tomcat:tomcat-catalina,"[10.0.0-M1, 10.0.0-M5),[9.0.0M1, 9.0.35),[8.5.0, 8.5.55),[7.0.0, 7.0.104)",Maven,"2,May,2020"
H,Remote Code Execution (RCE),org.apache.tomcat.embed:tomcat-embed-core,"[10.0.0-M1, 10.0.0-M5),[9.0.0M1, 9.0.35),[8.5.0, 8.5.55),[7.0.0, 7.0.104)",Maven,"2,May,2020"
M,Cross-site Scripting (XSS),jquery,&lt;1.9.0,npm,"1,May,2020"
M,Cross-site Scripting (XSS),org.webjars:jquery,"[,1.9.0)",Maven,"1,May,2020"
M,Cross-site Scripting (XSS),org.webjars.npm:jquery,"[,1.9.0)",Maven,"1,May,2020"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.jquery:jquery,"[,1.12.4)",Maven,"1,May,2020"
M,Cross-site Scripting (XSS),org.webjars.bower:jquery,"[,1.9.0)",Maven,"1,May,2020"
,,,,,
H,Authentication Bypass,github.com/moby/moby,&lt;17.3.2-ce,Go,"1,Sep,2018"
M,Cross-site Scripting (XSS),react-tooltip,&lt;3.8.1,npm,"1,Sep,2018"
M,Cross-site Scripting (XSS),org.webjars.npm:react-tooltip,"[0,]",Maven,"1,Sep,2018"
M,File Handler Leak,io.undertow:undertow-core,"[,2.0.5.Final)",Maven,"1,Sep,2018"
M,Directory Traversal,smarty/smarty,&lt;3.1.33,Composer,"1,Sep,2018"
H,Man-in-the-Middle (MitM),org.apache.activemq:activemq-core,"[5.0.0,)",Maven,"1,Sep,2018"
H,Man-in-the-Middle (MitM),org.apache.activemq:activemq-client,"[5.0.0,5.15.6)",Maven,"1,Sep,2018"
H,Man-in-the-Middle (MitM),org.apache.activemq:activemq-broker,"[5.13.0,5.15.6)",Maven,"1,Sep,2018"
H,Man-in-the-Middle (MitM),org.apache.activemq:activemq-all,"[5.9.0,5.15.6)",Maven,"1,Sep,2018"
M,Arbitrary Command Injection,ps,&lt;1.0.0,npm,"0,Sep,2018"
H,Arbitrary Command Injection,ascii-art,&lt;1.4.4,npm,"0,Sep,2018"
M,Cross-site Scripting (XSS),dojo,"&gt;&#x3D;1.14.0-pre &lt;1.14.0,&gt;&#x3D;1.13.0 &lt;1.13.1,&gt;&#x3D;1.12.1 &lt;1.12.4,&gt;&#x3D;1.11.0-rc1 &lt;1.11.6,&lt;1.10.10",npm,"0,Sep,2018"
M,Cross-site Scripting (XSS),org.webjars:dojo,"[0,]",Maven,"0,Sep,2018"
M,Cross-site Scripting (XSS),org.webjars.npm:dojo,"(,1.14)",Maven,"0,Sep,2018"
M,Cross-site Scripting (XSS),org.webjars.bowergithub.dojo:dojo,"(,1.14)",Maven,"0,Sep,2018"
M,Cross-site Scripting (XSS),org.webjars.bower:dojo,"[0,]",Maven,"0,Sep,2018"
M,Cross-site Scripting (XSS),org.dojotoolkit:dojo,"[,1.14.0)",Maven,"0,Sep,2018"
M,Cross-site Scripting (XSS),org.apache.geronimo.plugins:dojo,"[0,)",Maven,"0,Sep,2018"
M,Cross-site Scripting (XSS),lavalite/cms,&gt;&#x3D;0.0.0,Composer,"0,Sep,2018"
M,Cross-site Scripting (XSS),mayan-edms,"[,3.0.2)",pip,"0,Sep,2018"
M,SSL Certificate Bypass,org.wildfly:wildfly-feature-pack,"[,14.0.0)",Maven,"0,Sep,2018"
M,Arbitrary Code Injection,django-ca,"[,1.9.0)",pip,"0,Sep,2018"
C,SQL Injection,topthink/think,&lt;5.1.23,Composer,"0,Sep,2018"
M,Cross-site Scripting (XSS),gleez/cms,&gt;&#x3D;0.0.0,Composer,"0,Sep,2018"
C,Arbitrary Command Injection,samsung-remote,&lt;1.3.5,npm,"0,Sep,2018"
M,Cross-site Scripting (XSS),flask-admin,"[,1.5.2)",pip,"0,Sep,2018"
M,Directory Traversal,org.apache.commons:commons-compress,"[1.17,1.18)",Maven,"0,Sep,2018"
M,Cross-site Scripting (XSS),intelliants/subrion,&lt;&#x3D;4.2.1,Composer,"0,Sep,2018"
M,Cross-site Scripting (XSS),mayan-edms,"[,3.0.2)",pip,"0,Sep,2018"
M,Cross-site Scripting (XSS),mayan-edms,"[,3.0.3)",pip,"0,Sep,2018"
,,,,,
M,Directory Traversal,org.apache.solr:solr-velocity,"[,4.6.0)",Maven,"2,Nov,2013"
M,Directory Traversal,org.apache.solr:solr-core,"[,4.6.0)",Maven,"2,Nov,2013"
M,Man-in-the-Middle (MitM),python-swiftclient,"[1,2.0.0)",pip,"1,Nov,2013"
M,Timing Attack,rsa,"[3.0,3.4.0)",pip,"1,Nov,2013"
M,Directory Traversal,django,"[,1.4.7),[1.5,1.5.3)",pip,"1,Nov,2013"
M,Authentication Bypass,omniauth-facebook,&lt; 1.5.1,RubyGems,"1,Nov,2013"
M,Cross-site Request Forgery (CSRF),omniauth-facebook,"&lt; 1.5.0, &gt; 1.4.0",RubyGems,"1,Nov,2013"
H,Directory Traversal,tryton,"[,3.0.1)",pip,"0,Nov,2013"
M,Arbitrary Code Execution,gitlab-grit,&lt; 2.6.1,RubyGems,"0,Nov,2013"
M,IP Spoofing,zendframework/zendframework,&lt;2.2.5,Composer,"3,Oct,2013"
M,Privilege Escalation,keystone,"[,2014.1)",pip,"3,Oct,2013"
M,Arbitrary Command Execution,sup,"&lt; 0.14.1.1, &gt;&#x3D; 0.13.3,&lt; 0.13.2.1",RubyGems,"2,Oct,2013"
M,Arbitrary Command Execution,sup,"&lt; 0.14.1.1, &gt;&#x3D; 0.13.3,&lt; 0.13.2.1",RubyGems,"2,Oct,2013"
M,Cross-site Scripting (XSS),org.apache.struts:struts2-config-browser-plugin,"[2.0.5, 2.3.16)",Maven,"2,Oct,2013"
M,Arbitrary Command Injection,cocaine,"&lt; 0.5.3, &gt;&#x3D; 0.4.0",RubyGems,"2,Oct,2013"
M,Cross-site Scripting (XSS),collective.tablepage,"[,0.3)",pip,"1,Oct,2013"
M,Cross-site Scripting (XSS),actionpack,"&lt; 3.2.13, &gt;&#x3D; 3.2,&lt; 3.1.12, &gt;&#x3D; 2.4,&lt; 2.3.18",RubyGems,"1,Oct,2013"
M,Denial of Service (DoS),actionmailer,"&lt; 3.2.15, &gt;&#x3D; 2.4,&lt; 2.3.2",RubyGems,"1,Oct,2013"
M,Denial of Service (DoS),xerces:xercesimpl,"[,2.11.0.SP5)",Maven,"1,Oct,2013"
M,Denial of Service (DoS),org.apache.santuario:xmlsec,"[1.4.0,1.4.8),[1.5.0,1.5.3)",Maven,"1,Oct,2013"
M,Arbitrary Code Execution,djblets,"[,0.7.21)",pip,"1,Oct,2013"
M,Denial of Service (DoS),symfony/symfony,"&gt;&#x3D;2, &lt;2.0.25,&gt;&#x3D;2.1.0, &lt;2.1.13,&gt;&#x3D;2.2.0, &lt;2.2.9,&gt;&#x3D;2.3.0, &lt;2.3.6",Composer,"1,Oct,2013"
M,Denial of Service (DoS),symfony/security,"&gt;&#x3D;2.3.0, &lt;2.3.6,&gt;&#x3D;2.1.0, &lt;2.1.13,&gt;&#x3D;2.2.0, &lt;2.2.9,&gt;&#x3D;2, &lt;2.0.25",Composer,"1,Oct,2013"
M,Cross-site Scripting (XSS),collective.portlet.twitter,"[,1.0b3)",pip,"0,Oct,2013"
M,Arbitrary Code Execution,reviewboard,"[1.6,1.6.18],[1.7,1.7.14]",pip,"0,Oct,2013"
M,Directory Traversal,wicked,&lt; 1.0.1,RubyGems,"0,Oct,2013"
L,Timing Attack,autobahn,"[,0.6.4)",pip,"0,Oct,2013"
M,Arbitrary Code Injection,org.apache.camel:camel-core,"(,2.9.7],[2.10.0,2.10.6],[2.11.0,2.11.1],[2.12.0,2.12.1)",Maven,"2,Sep,2013"
M,Bypass Access Controls,org.apache.struts:struts2-core,"[2.0.0, 2.3.15.3)",Maven,"2,Sep,2013"
C,Dynamic Method Executions,org.apache.struts:struts2-core,"[2.0.0, 2.3.15.2)",Maven,"2,Sep,2013"
,,,,,
H,Use After Free,electron,"&gt;&#x3D;12.0.0 &lt;12.0.16,&lt;11.4.11",npm,"0,Aug,2021"
H,Use After Free,org.webjars.npm:electron,"[0,]",Maven,"0,Aug,2021"
H,Use After Free,electron,"&gt;&#x3D;12.0.0 &lt;12.0.16,&lt;11.4.11",npm,"0,Aug,2021"
H,Use After Free,org.webjars.npm:electron,"[0,]",Maven,"0,Aug,2021"
M,Use After Free,electron,"&gt;&#x3D;13.0.0 &lt;13.1.8,&gt;&#x3D;12.0.0 &lt;12.0.16,&lt;11.4.11",npm,"0,Aug,2021"
M,Use After Free,org.webjars.npm:electron,"[0,]",Maven,"0,Aug,2021"
H,Type Confusion,electron,"&gt;&#x3D;12.0.0 &lt;12.0.16,&lt;11.4.11",npm,"0,Aug,2021"
H,Type Confusion,org.webjars.npm:electron,"[0,]",Maven,"0,Aug,2021"
H,Arbitrary File Overwrite,tar,"&lt;3.2.2,&gt;&#x3D;4.0.0 &lt;4.4.14,&gt;&#x3D;5.0.0 &lt;5.0.6,&gt;&#x3D;6.0.0 &lt;6.1.1",npm,"0,Aug,2021"
H,Arbitrary File Overwrite,org.webjars:tar,"[0,]",Maven,"0,Aug,2021"
H,Arbitrary File Overwrite,org.webjars.npm:tar,"[0,]",Maven,"0,Aug,2021"
H,Arbitrary File Overwrite,tar,"&lt;3.2.3,&gt;&#x3D;4.0.0 &lt;4.4.15,&gt;&#x3D;5.0.0 &lt;5.0.7,&gt;&#x3D;6.0.0 &lt;6.1.2",npm,"0,Aug,2021"
H,Arbitrary File Overwrite,org.webjars:tar,"[0,]",Maven,"0,Aug,2021"
H,Arbitrary File Overwrite,org.webjars.npm:tar,"[0,]",Maven,"0,Aug,2021"
L,Information Exposure,github.com/sourcegraph/sourcegraph/cmd/frontend/graphqlbackend,&lt;3.30.0,Go,"0,Aug,2021"
M,Improper Input Validation,github.com/argoproj/argo-workflows/v3/util/template,&lt;v3.1.6,Go,"0,Aug,2021"
M,Cross-site Scripting (XSS),joplin,&lt;2.1.1,npm,"0,Aug,2021"
M,Open Redirect,products.isurlinportal,"[,1.2.0)",pip,"0,Aug,2021"
M,Out-of-bounds Write,microsoft.chakracore,"[,1.11.23)",NuGet,"0,Aug,2021"
M,Out-of-bounds Write,microsoft.chakracore,"[,1.11.23)",NuGet,"0,Aug,2021"
C,Arbitrary Code Execution,github.com/argoproj/argo-workflows/v3/cmd/argo/commands,&lt;3.1.0,Go,"0,Aug,2021"
C,Arbitrary Code Execution,github.com/argoproj/argo-workflows/cmd/argo/commands,&lt;3.1.0,Go,"0,Aug,2021"
H,Denial of Service (DoS),opcfoundation.netstandard.opc.ua,"[,1.4.360.33)",NuGet,"0,Aug,2021"
M,Cross-site Scripting (XSS),grapesjs,&lt;0.17.22,npm,"0,Aug,2021"
M,Cross-site Scripting (XSS),org.webjars.npm:grapesjs,"[0,]",Maven,"0,Aug,2021"
M,Improper Authentication,wirecloud-keycloak,"[,0.3.4)",pip,"0,Aug,2021"
M,Cross-site Scripting (XSS),shuup,"[1.6.0, 2.11.0)",pip,"0,Aug,2021"
M,Remote Code Execution (RCE),accesscontrol,"[5.0, 5.2),[4.0, 4.3)",pip,"0,Aug,2021"
M,Information Exposure,bento-lib,"[,3.0.1)",pip,"0,Aug,2021"
M,CSV Injection,pytablewriter,"[,0.47.0)",pip,"0,Aug,2021"
,,,,,
M,Information Exposure,apache-superset,"[,0.37.2)",pip,"0,Oct,2020"
H,Cross-site Scripting (XSS),bootstrap-select,&lt;1.13.6,npm,"0,Oct,2020"
H,Cross-site Scripting (XSS),org.webjars:bootstrap-select,"[,1.13.6)",Maven,"0,Oct,2020"
H,Cross-site Scripting (XSS),org.webjars.npm:bootstrap-select,"[,1.13.6)",Maven,"0,Oct,2020"
H,Cross-site Scripting (XSS),org.webjars.bowergithub.thdoan:bootstrap-select,"[0,)",Maven,"0,Oct,2020"
H,Cross-site Scripting (XSS),org.webjars.bowergithub.snapappointments:bootstrap-select,"[,1.13.6)",Maven,"0,Oct,2020"
H,Cross-site Scripting (XSS),org.webjars.bower:bootstrap-select,"[,1.13.6)",Maven,"0,Oct,2020"
M,Regular Expression Denial of Service (ReDoS),com.vaadin:vaadin-server,"[,7.7.22)",Maven,"0,Oct,2020"
M,Regular Expression Denial of Service (ReDoS),com.vaadin:vaadin-compatibility-server,"[, 8.13.0)",Maven,"0,Oct,2020"
M,Regular Expression Denial of Service (ReDoS),com.vaadin:vaadin,"[0,8.0)",Maven,"0,Oct,2020"
H,HTTP Header Injection,urllib3,"[,1.25.9)",pip,"0,Oct,2020"
M,Information Exposure,nats.ws,&lt;1.0.0-111,npm,"0,Oct,2020"
H,Resource Exhaustion,mountebank,&lt;2.3.1,npm,"3,Sep,2020"
C,Signature Validation Bypass,github.com/russellhaering/goxmldsig,&lt;1.1.0,Go,"3,Sep,2020"
M,Directory Traversal,mountebank,&lt;2.3.2,npm,"3,Sep,2020"
M,Cross-site Scripting (XSS),github.com/argoproj/argo/server/auth/sso,&lt;2.11.0,Go,"2,Sep,2020"
M,Information Exposure,generator-jhipster,&lt;6.10.2,npm,"2,Sep,2020"
C,Denial of Service (DoS),tensorflow-gpu,"[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
C,Denial of Service (DoS),tensorflow-cpu,"[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
C,Denial of Service (DoS),tensorflow,"[,1.15.4),[2.0.0, 2.0.3),[2.1.0, 2.1.2),[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Heap-based Buffer Overflow,tensorflow-gpu,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Heap-based Buffer Overflow,tensorflow-cpu,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Heap-based Buffer Overflow,tensorflow,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Heap-based Buffer Overflow,tensorflow-gpu,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Heap-based Buffer Overflow,tensorflow-cpu,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,Heap-based Buffer Overflow,tensorflow,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
H,Heap-based Buffer Overflow,tensorflow-gpu,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
H,Heap-based Buffer Overflow,tensorflow-cpu,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
H,Heap-based Buffer Overflow,tensorflow,"[2.3.0, 2.3.1)",pip,"2,Sep,2020"
M,NULL Pointer Dereference,tensorflow-gpu,"[2.2.0, 2.2.1),[2.3.0, 2.3.1)",pip,"2,Sep,2020"
,,,,,
M,Improper Input Validation,github.com/helm/helm,&gt;3.0.0 &lt;3.5.2,Go,"0,Feb,2021"
H,Directory Traversal,github.com/yookoala/gofast,&lt;0.5.0,Go,"0,Feb,2021"
M,Prototype Pollution,highcharts,&lt;9.0.0,npm,"0,Feb,2021"
M,Prototype Pollution,org.webjars:highcharts,"[,9.2.2)",Maven,"0,Feb,2021"
M,Prototype Pollution,org.webjars.npm:highcharts,"[0,]",Maven,"0,Feb,2021"
M,Authentication Bypass,october/rain,&lt;1.1.2,Composer,"0,Feb,2021"
H,Prototype Pollution,merge-deep,&lt;3.0.3,npm,"0,Feb,2021"
H,Prototype Pollution,org.webjars.npm:merge-deep,"[0,]",Maven,"0,Feb,2021"
H,Regular Expression Denial of Service (ReDoS),markdown2,"[1.0.1.18, 2.4.0)",pip,"0,Feb,2021"
M,Denial of Service (DoS),org.eclipse.californium:scandium,"[2.3.0, 2.6.1)",Maven,"0,Feb,2021"
M,Denial of Service (DoS),github.com/oragono/oragono/irc,&gt;&#x3D;2.5.0 &lt;2.5.1,Go,"0,Feb,2021"
H,Denial of Service (DoS),org.http4s:blaze-core_2.13,"[,0.14.15)",Maven,"0,Feb,2021"
H,Denial of Service (DoS),org.http4s:blaze-core_2.12,"[,0.14.15)",Maven,"0,Feb,2021"
H,Denial of Service (DoS),org.http4s:blaze-core_2.11,"[,0.14.15)",Maven,"0,Feb,2021"
H,Improper Access Control,github.com/zephyrtronium/robot,*,Go,"0,Feb,2021"
H,Privilege Escalation,github.com/moby/moby,"&lt;19.3.15,&gt;&#x3D;20.10.0-beta1 &lt;20.10.3",Go,"0,Feb,2021"
M,Authentication Bypass,github.com/goharbor/harbor/src/server/middleware,"&gt;&#x3D;2.0.0-rc1 &lt;2.0.5,&gt;&#x3D;2.1.0-tech-preview &lt;2.1.2",Go,"0,Feb,2021"
M,Authentication Bypass,github.com/goharbor/harbor/src/lib,"&gt;&#x3D;2.0.0-rc1 &lt;2.0.5,&gt;&#x3D;2.1.0-tech-preview &lt;2.1.2",Go,"0,Feb,2021"
H,Prototype Pollution,decal,*,npm,"0,Feb,2021"
H,Prototype Pollution,decal,*,npm,"0,Feb,2021"
H,Denial of Service (DoS),github.com/moby/moby,"&lt;19.3.15,&gt;&#x3D;20.10.0-beta1 &lt;20.10.3",Go,"0,Feb,2021"
H,Malicious Package,jquerry,*,npm,"0,Feb,2021"
M,Cross-site Scripting (XSS),ngx-markdown-editor,&lt;3.3.0,npm,"0,Feb,2021"
H,Malicious Package,http-proxy-middelware,*,npm,"0,Feb,2021"
M,Insecure Temporary File,com.squareup:connect,"[0,]",Maven,"0,Feb,2021"
M,Open Redirect,github.com/oauth2-proxy/oauth2-proxy,&lt;7.0.0,Go,"0,Feb,2021"
C,Use After Free,electron,"&lt;9.4.2,&gt;&#x3D;10.0.0 &lt;10.3.1,&lt;11.2.2",npm,"0,Feb,2021"
H,Insufficient Validation,electron,"&lt;9.4.2,&gt;&#x3D;10.0.0 &lt;10.3.1,&gt;&#x3D;11.0.0 &lt;11.2.2",npm,"0,Feb,2021"
H,Insufficient Validation,org.webjars.npm:electron,"[0,]",Maven,"0,Feb,2021"
C,Use After Free,org.webjars.npm:electron,"[0,]",Maven,"0,Feb,2021"
,,,,,
M,Race Condition,org.netbeans.html:webkit,"[,1.7.1)",Maven,"1,Jan,2021"
H,Authentication Bypass,proxy.py,"[,2.3.1)",pip,"1,Jan,2021"
H,Deserialization of Untrusted Data,com.caucho:hessian,"[2.5.0, 2.6.9),[2.7.0, 2.7.8)",Maven,"1,Jan,2021"
M,Improper Input Validation,github.com/gogo/protobuf/plugin/unmarshal,&lt;1.3.2,Go,"1,Jan,2021"
H,Cross-site Request Forgery (CSRF),flask-security-too,"[3.3.0, 3.4.5)",pip,"1,Jan,2021"
